央视,#genre#
吉林卫视,https://live.ottiptv.cc/mg/947472500.m3u8?userid=8172079615&sign=61138a660577b90ee884b3bdd44c9d9abf64b9481a424c719533eb4599fdb77cd2dd4852a1f13e9c459127855748667ab6efd838fb7af472fc8fdd1a7d94a7589f6d5598b8ba32992b0ff38d3b8e4a69f1&auth_token=63f42858fac4ddbd9bf99995c6454bce
青海卫视,https://live.ottiptv.cc/mg/947472506.m3u8?userid=8172079615&sign=3b583bd9eb281f708c82b268daebc40bbc0eb9ab5cff309fa098fb0a9c263cb2df64815f4485bb56e1cc471b7980a5c5cc2789239123396fc71b3acd217a2b8db3c926ba394683d4c512928caa463dcf5d&auth_token=63f42858fac4ddbd9bf99995c6454bce
东南卫视,https://live.ottiptv.cc/mg/849116810.m3u8?userid=8172079615&sign=47dfdefc4364ad8fbdf24ea8bb1dc8b8f91c34180ec9caec53843c1aeb4d8f914027863de509edee5c7cd184abe8a7725e03863084c483255b84f1f1e253d7f51dba53ce52d2ce1291697d76659bd5ed8e&auth_token=63f42858fac4ddbd9bf99995c6454bce
海南卫视,https://live.ottiptv.cc/mg/947472502.m3u8?userid=8172079615&sign=c3aa22294321280c0ea9649c3e5cc13294f3af4ff0b9ea489248e45f4d5bb01e8bf64289f325e9bd9536c9f774cdcbfba8ec27f63087b8da10f51f972191fe78779ab0055af2b0383c23208733aa469c24&auth_token=63f42858fac4ddbd9bf99995c6454bce
宁夏卫视,https://live.ottiptv.cc/mg/738910535.m3u8?userid=8172079615&sign=7a96c83df8487a02095a0a9ce98c45e248cfa5a9d486bb7309080e768f27cc78b76ba2bf3aaa3e60da49c0f3dc4be2c44e94f82f1d9b27dc08d11603d11c44fdf788ae36f1ba63a341c3dfdbd9ae584624&auth_token=63f42858fac4ddbd9bf99995c6454bce
重庆卫视,https://live.ottiptv.cc/mg/738910914.m3u8?userid=8172079615&sign=eea7b9044f94ef2ca99039c9f032d6cb613818867a95979905b4a393422ea7fd10b5158d86b1463075bca43dc3ee08ac899d5010f358d95c970f0d41d5e453e5307d36dbdb50c15d120d860388fc45631b&auth_token=63f42858fac4ddbd9bf99995c6454bce
黑龙江卫视,https://live.ottiptv.cc/mg/738906901.m3u8?userid=8172079615&sign=a5e2793b029ca8d03e690653dd02ee846bca3abef66c6c92ce508b15f7f1bb680e7142096957d9c1df76a12c0cc1b26fc0335d187fc04c29c432d36457adb64bb8c95926e33c24d6527bcba33a0fcaeefd&auth_token=63f42858fac4ddbd9bf99995c6454bce

陕西,#genre#
新闻资讯,https://live.ottiptv.cc/mg/956909289.m3u8?userid=7381152014&sign=9cba3e8a9969b6b02663fddca0cd1afc00dfae2b456b89c25ec6ae17dbf5ee0f645711daaebb41f1d55212bc9e41a72d069219efaa50e12c1661c079d7e6701db1eb9657f45811547463ff4fd26a090920&auth_token=f8415c2a72997041539a46fb853f74b4
都市青春,https://live.ottiptv.cc/mg/956909358.m3u8?userid=7381152014&sign=548e9e28abf618bdd215655274d53069a223fd81ff2c33d72220f42d203e2b7bc7f7c06d5e779cf0fa311379ed896fb77c6d5facc13fe1c515ffba3045eb446867f3eb74eab5d8cdbb0db4fde7910b0db1&auth_token=f8415c2a72997041539a46fb853f74b4
银龄频道,https://live.ottiptv.cc/mg/956909362.m3u8?userid=7381152014&sign=43e4dace715b0ab149d34aa94189ff7afef24884f812e76faf6e5ece4b339aebc76fe94fbfe65d00250b13001fcbc714c3d6d3f603e75052e11d59f2d327af5c5377a006e3acfd27aa0ec2336a04e73a8a&auth_token=f8415c2a72997041539a46fb853f74b4
秦腔频道,https://live.ottiptv.cc/mg/956909303.m3u8?userid=7381152014&sign=93222a07aade06bc095fe71eb7dd66360caa395ae4923e2d8c7005836379b4cce36b3c60893dca5974f54062440e9e5d935fac82485ac4758c411180513fb95658417e74dce8043ba8ec91dac11e9a6eed&auth_token=f8415c2a72997041539a46fb853f74b4
体育休闲,https://live.ottiptv.cc/mg/956909356.m3u8?userid=7381152014&sign=836b81c14e2d45f12ce4881c1e8b8098a8a38d9016f95b8f3ecb1dc658882b290d7a60a3101fd4691cd36204da702ebfb6951938f084fd699e42a71112b27710a98565d5bffdd1688e22c498647189f03c&auth_token=f8415c2a72997041539a46fb853f74b4
洛川融媒,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225908/index.m3u8



影视,#genre#
成龙,https://live.ottiptv.cc/huya/11342386
王晶,https://live.ottiptv.cc/huya/11602058
沈腾,https://live.ottiptv.cc/huya/11601968
黄渤,https://live.ottiptv.cc/huya/11352876
徐克,https://live.ottiptv.cc/huya/11352909
徐峥,https://live.ottiptv.cc/huya/11602043
强森,https://live.ottiptv.cc/huya/21059581
贺岁,https://live.ottiptv.cc/huya/11601971
喜剧,https://live.ottiptv.cc/huya/11352877
港片,https://live.ottiptv.cc/huya/11602043
亮剑,https://live.ottiptv.cc/huya/30080238
征服,https://live.ottiptv.cc/huya/11601970
渗透,https://live.ottiptv.cc/huya/30080244
风筝,https://live.ottiptv.cc/huya/30080225
风筝,https://live.ottiptv.cc/yy/1382828770
天道,https://live.ottiptv.cc/yy/1382735574
狂飙,https://live.ottiptv.cc/yy/1354936131
周星驰,https://live.ottiptv.cc/huya/11342412
周润发,https://live.ottiptv.cc/huya/11342387
林正英,https://live.ottiptv.cc/huya/11342421
李连杰,https://live.ottiptv.cc/huya/11342390
古天乐,https://live.ottiptv.cc/huya/29982675
洪金宝,https://live.ottiptv.cc/huya/11279251
梁家辉,https://live.ottiptv.cc/huya/11342429
刘德华,https://live.ottiptv.cc/huya/11342424
甄子丹,https://live.ottiptv.cc/huya/11352935
斯坦森,https://live.ottiptv.cc/huya/21059588
功夫片,https://live.ottiptv.cc/huya/11352941
古惑仔,https://live.ottiptv.cc/huya/11336719
老农民,https://live.ottiptv.cc/huya/29580971
白鹿原,https://live.ottiptv.cc/huya/30311504
水浒传,https://live.ottiptv.cc/huya/26355860
花千骨,https://live.ottiptv.cc/huya/26355839
庆余年,https://live.ottiptv.cc/huya/11352960
如懿传,https://live.ottiptv.cc/huya/29465868
芈月传,https://live.ottiptv.cc/huya/30311525
甄嬛传,https://live.ottiptv.cc/huya/26355840
都挺好,https://live.ottiptv.cc/huya/21059594
大秦赋,https://live.ottiptv.cc/huya/23903130
好先生,https://live.ottiptv.cc/huya/11602088
鹿鼎记,https://live.ottiptv.cc/huya/23650774
鹿鼎记,https://live.ottiptv.cc/yy/28265277
鹿鼎记,https://live.ottiptv.cc/yy/1382704650
封神榜,https://live.ottiptv.cc/huya/29465849
寻秦记,https://live.ottiptv.cc/yy/1382749900
洗冤录,https://live.ottiptv.cc/huya/29465851
天龙八部,https://live.ottiptv.cc/yy/1351814644
神雕侠侣,https://live.ottiptv.cc/yy/1351762426
神雕侠侣,https://live.ottiptv.cc/yy/1354926637
公主嫁到,https://live.ottiptv.cc/yy/1382736915
火蓝刀锋,https://live.ottiptv.cc/yy/1382737892
小李飞刀,https://live.ottiptv.cc/huya/11342417
龙门镖局,https://live.ottiptv.cc/huya/11352874
延禧攻略,https://live.ottiptv.cc/huya/26355864
康熙王朝,https://live.ottiptv.cc/huya/11352940
士兵突击,https://live.ottiptv.cc/huya/11342430
扫黑风暴,https://live.ottiptv.cc/huya/11342404
三国演义,https://live.ottiptv.cc/huya/11602081
雪山飞狐,https://live.ottiptv.cc/huya/23734176
太极宗师,https://live.ottiptv.cc/huya/11342438
外科风云,https://live.ottiptv.cc/huya/29982672
重案六组,https://live.ottiptv.cc/huya/23482266
大秦帝国,https://live.ottiptv.cc/huya/11602077
李卫当官,https://live.ottiptv.cc/huya/26355788
勇敢的心,https://live.ottiptv.cc/huya/11602037
特战荣耀,https://live.ottiptv.cc/huya/30080252
无敌县令,https://live.ottiptv.cc/yy/1354932390
大江大河,https://live.ottiptv.cc/yy/1382736806
小鬼当家,https://live.ottiptv.cc/yy/1382745104
速度与激情,https://live.ottiptv.cc/yy/1382736911
陈翔六点半,https://live.ottiptv.cc/huya/11274154
乌龙闯情关,https://live.ottiptv.cc/huya/26355767
神医喜来乐,https://live.ottiptv.cc/huya/11601978
我爱男保姆,https://live.ottiptv.cc/huya/29581262
民兵葛二蛋,https://live.ottiptv.cc/huya/11602072
小生物的故事,https://live.ottiptv.cc/yy/1382736834
地球上的地狱,https://live.ottiptv.cc/yy/1382736918
铁齿铜牙纪晓岚,https://live.ottiptv.cc/huya/11342396
康熙微服私访记,https://live.ottiptv.cc/huya/11342418
特种兵之霹雳火,https://live.ottiptv.cc/huya/11352910
特种兵之火凤凰,https://live.ottiptv.cc/huya/29982636
杨光的快乐生活,https://live.ottiptv.cc/huya/11602085
